dummy,dummy,dummy,2015,2016,2017,2018,2019,2020
RWO,GU,GDO,2.8626,2.9715,3.1577,3.8454,3.7013,3.9669
REU,GU,GDO,8.369,9.1226,9.5798,9.9284,10.4939,9.606
REP,GU,GDO,27.1021,27.3753,27.2228,27.7903,27.8556,24.086
RAF,GU,GDO,18.9738,19.4597,19.2838,20.1454,21.6793,19.8292
RLA,GU,GDO,25.9559377358491,27.1253226415094,27.8331566037736,28.4193509433962,29.1313433962264,25.9469528301887
ARG,GU,GDO,6.1853,6.0863,6.2174,6.5184,6.4785,5.7054
OCE,GU,GDO,13.4749,13.9939,14.6605,15.8621,16.2545,15.87
AUT,GU,GDO,5.618,5.8877,6.0571,6.1187,6.1531,5.4368
BEL,GU,GDO,6.9222,6.7241,6.5344,6.4007,6.112,5.114
BRA,GU,GDO,35.4268,34.2622,34.0311,33.5679,34.2978,33.9463
BGR,GU,GDO,1.7984,1.8357,1.8623,2.0018,2.1249,1.9915
CAN,GU,GDO,15.4619,14.2542,15.6817,15.9585,15.4018,14.2513
CHA,GU,GDO,107.6699,104.6094,103.9578,111.3337,98.6406,94.6197
HRV,GU,GDO,1.2495,1.3106,1.4815,1.4195,1.5006,1.347
CYP,GU,GDO,0.2472,0.2747,0.2987,0.3113,0.3225,0.2887
CZE,GU,GDO,3.8914,4.0733,4.2469,4.3081,4.3636,4.0993
DNK,GU,GDO,2.2787,2.3489,2.3968,2.4869,2.406,2.245
EGY,GU,GDO,9.7432,10.1792,9.8584,9.1557,9.155,9.2694
EST,GU,GDO,0.4779,0.485,0.4951,0.5002,0.4868,0.4818
FIN,GU,GDO,2.0012,2.407,2.2472,2.3192,2.2142,2.1076
FRA,GU,GDO,32.6335,32.6461,32.5538,31.3356,30.7259,26.3252
DEU,GU,GDO,32.3058,33.676,34.2836,33.0152,33.4369,30.1143
GRC,GU,GDO,1.9892,2.1265,2.117,2.1899,2.361,2.2219
HUN,GU,GDO,2.5109,2.5442,2.7491,2.9459,3.1088,2.6538
NSI,GU,GDO,5.27,5.2773,5.0261,5.1913,5.0435,4.8311
IND,GU,GDO,52.7535,53.977,57.4138,58.8592,58.1268,51.3464
IDN,GU,GDO,14.5047,12.46,13.5441,17.0916,16.4023,13.7822
IRN,GU,GDO,15.8222,15.7571,16.2167,17.0314,16.8898,15.331
IRL,GU,GDO,2.6197,2.8289,2.8415,2.9618,2.995,2.5645
ISR,GU,GDO,2.6145,2.6496,2.7337,2.7445,2.6233,2.4758
ITA,GU,GDO,21.5259,21.6185,20.4735,21.2764,21.3647,17.4117
JPN,GU,GDO,22.0116,21.8101,21.8227,21.9322,21.8135,20.3898
KOR,GU,GDO,16.978,17.5203,18.3303,17.9487,19.159,17.6919
LVA,GU,GDO,0.6678,0.6921,0.754,0.7636,0.7863,0.7518
LTU,GU,GDO,1.251,1.3687,1.4533,1.5546,1.6278,1.5924
LUX,GU,GDO,1.5661,1.5171,1.5362,1.6331,1.6635,1.2479
MLT,GU,GDO,0.1017,0.1017,0.1063,0.1277,0.1325,0.1039
MEX,GU,GDO,12.8154,13.0688,12.8317,12.267,12.353,12.6479
MAR,GU,GDO,3.7414,3.8619,4.0167,4.1338,4.3139,3.7941
NLD,GU,GDO,5.5451,5.5091,5.6103,5.6313,5.387,4.6903
NGA,GU,GDO,2.4686,3.4025,3.3991,2.8026,3.1757,3.2829
POL,GU,GDO,9.7302,11.5665,13.8076,14.1515,14.2917,13.8807
PRT,GU,GDO,3.8175,3.9941,4.094,4.1299,4.2402,3.5982
ROU,GU,GDO,3.52,3.8109,4.1296,4.3118,4.4098,4.3688
RUS,GU,GDO,13.4748,12.7381,14.8056,14.9663,14.7251,14.9252
SAU,GU,GDO,22.529,22.4514,20.7473,20.205,20.3448,19.9043
SVK,GU,GDO,1.2667,1.4457,1.7789,1.8045,1.8185,1.6686
SVN,GU,GDO,1.2637,1.3868,1.4382,1.428,1.3773,1.1314
ZAF,GU,GDO,8.4071,7.5563,8.3457,8.3338,9.6555,8.7377
ESP,GU,GDO,20.9433,21.4045,21.7229,21.7578,21.6571,17.9259
SWE,GU,GDO,3.3311,3.1483,3.1783,3.0349,3.081,2.9654
TUN,GU,GDO,1.4933,1.52,1.6374,1.6292,1.5604,1.481
TUR,GU,GDO,16.6724,18.663,20.0101,19.9744,19.8259,19.1752
GBR,GU,GDO,24.07,25.0804,25.3469,25.0786,24.2227,20.0381
USA,GU,GDO,120.0467,116.2412,120.2738,125.4024,122.724,115.0518
RAS,GT,ELC,0.0932079684418145,0.111902891809909,0.141284057971014,0.244209962286062,0.246279120007933,0.438819112246467
RWO,GT,ELC,1.27777469888506,1.27552202501046,1.32137599530628,1.36330463707968,1.42691261689363,1.45405576208891
REU,GT,ELC,0.605866543765544,0.622210544435361,0.66030181201405,0.676264992426426,0.653099456421136,0.71027560252835
REP,GT,ELC,0.770163757427384,0.752193707130249,0.728338397591929,0.768778097403514,0.781506896910597,0.805009661956163
RAF,GT,ELC,0.0805872874161176,0.0762641839325773,0.0992388447297482,0.103495420773049,0.104750427423697,0.122194142628494
RLA,GT,ELC,2.06267241406349,2.05487279427661,2.06213814419877,1.99105826288883,2.14103092687878,1.89469924721864
ARG,GT,ELC,0.0268686083069888,0.0257370203334198,0.0292388274012737,0.0237936185835392,0.0244952347370542,0.0209416150117741
OCE,GT,ELC,0.722866411086546,0.769000126977423,0.746125563522804,0.767161459382355,0.780340633239271,0.823847701697528
AUT,GT,ELC,0.158774519639296,0.16144032283537,0.165934271543665,0.162466393191141,0.160887666615422,0.182620548092423
BEL,GT,ELC,0.0787167819710842,0.0799781838316722,0.0823965659179113,0.0810906078431372,0.0794095409540954,0.0810214715364997
BRA,GT,ELC,0.176476073030432,0.172373615019087,0.176501096468432,0.169095121896151,0.193259827974466,0.173116338936702
BGR,GT,ELC,0.0163485198000769,0.0165663123466885,0.01918275284038,0.0168016594380539,0.0192726870622927,0.0253904482390608
CAN,GT,ELC,0,0,0,0,0,0
CHA,GT,ELC,14.2261484215093,15.6649351908908,18.1092277299941,20.6559628020643,22.557363162781,26.3773346670403
HRV,GT,ELC,0.0128165922144225,0.0134819759679573,0.0153018879232844,0.0159923406687625,0.0164517421124829,0.0168875536480687
CYP,GT,ELC,0.0806203077372498,0.0817581879630352,0.0819758381591256,0.0821660449073467,0.0792407669477506,0.0883478167930707
CZE,GT,ELC,0.083757522751197,0.0843437601177336,0.0854647424665751,0.0869228452674468,0.0846873487198592,0.0908812003239679
DNK,GT,ELC,0.00943176070555733,0.0101397538328655,0.010011320754717,0.00984704080516355,0.00976605093452836,0.0133231525625745
EGY,GT,ELC,0.00241873822975518,0.00211801523084246,0.00178181331429591,0.00179613733905579,0.00189592274678112,0.00203312768240343
EST,GT,ELC,0.00238148692330297,0.00237876506024096,0.0022463768115942,0.00189530705104786,0.00287780433334639,0.0039917164516291
FIN,GT,ELC,0.040586630633495,0.0425804998874127,0.0458865304448848,0.0487261298535964,0.0457601026721074,0.0463947677110665
FRA,GT,ELC,0.209303452250147,0.197924324305355,0.191875106966685,0.178921150048475,0.17438869530486,0.206706410853917
DEU,GT,ELC,0.533164935264513,0.539636582540218,0.533988140621744,0.540443533715074,0.509584580269067,0.594369414332224
GRC,GT,ELC,0.00589132947976879,0.00245919778699862,0.00343387755102041,0.00415555555555556,0.00442266207687894,0.00617698744769874
HUN,GT,ELC,0.0556773025412127,0.0568617795840601,0.0600070306229702,0.0578404732794149,0.0570084067059487,0.0692202799817374
NSI,GT,ELC,0.1728136136625,0.176310278508923,0.169132001277665,0.17172759690715,0.164186136371743,0.20034186700301
IND,GT,ELC,0.532382080555252,0.494612767726499,0.540259058898953,0.562591995661899,0.578444531038982,0.558878513926654
IDN,GT,ELC,0,0,0,0.00826711832946636,0.00907009251584866,0.0143204215206026
IRN,GT,ELC,0.0295519823788546,0.0253974518334369,0.0285111427325515,0.0307550760509402,0.0306402093291577,0.0408173844359111
IRL,GT,ELC,0.000166915052160954,0.000183548541367767,0.000175596578117965,0.000161476793248945,0.00013112100364225,0.000333773377337734
ISR,GT,ELC,0.0166168024810107,0.0149735253121314,0.0158409052226915,0.0169092288847329,0.0172229805473947,0.0210397376719074
ITA,GT,ELC,0.254224734202883,0.279131056215783,0.277567464841984,0.271055091468171,0.262934164718578,0.228028478451408
JPN,GT,ELC,0.0723403529043631,0.0708138624045289,0.0711992194696978,0.0625235767715995,0.0653785710118244,0.0653785710118244
KOR,GT,ELC,0.00221923734385273,0.0026643545669026,0.00336390614216701,0.00601135906227449,0.00607974315532813,0.0107890365182636
LVA,GT,ELC,0.00552721957224188,0.00549772741082822,0.00548237027546445,0.00570081155656549,0.00556188226280168,0.00513424690181125
LTU,GT,ELC,0.000877432798499687,0.000972085154377555,0.000973228943048365,0.00136224283985478,0.00126262215179236,0.0011806511627907
LUX,GT,ELC,0.00390500200080032,0.00384430072756669,0.00396273606632888,0.00425443136783956,0.00374030421157227,0.00426136511325659
MLT,GT,ELC,0.0806203077372498,0.0817581879630352,0.0819758381591256,0.0821660449073467,0.0792407669477506,0.0883478167930707
MEX,GT,ELC,0.0958646267964766,0.0963155610231651,0.0909664898823208,0.0905612779981009,0.0934513341425734,0.0808098401097444
MAR,GT,ELC,0.0134578623718887,0.0118683229813665,0.0114861095362286,0.0116020728643216,0.0111945005045409,0.0103714544466582
NLD,GT,ELC,0.0388729168531281,0.0393859145357234,0.0358700374994849,0.037676555688438,0.03741822721598,0.0540644386884832
NGA,GT,ELC,0.000288164846777034,0.000334083320082684,0.000732147425285353,0.000731806229267711,0.000731806229267711,0.000776228406956422
POL,GT,ELC,0.179124346035015,0.184537916219119,0.192295771872837,0.203273817309246,0.192727337256488,0.199777850305978
PRT,GT,ELC,0.0104355536826897,0.0146313945825963,0.0158291835325975,0.0157081569330483,0.0136513321974135,0.0172610198231661
ROU,GT,ELC,0.0506407407407407,0.0488228424889793,0.0497002401400138,0.0474284844641725,0.0475743581248965,0.0544890043200987
RUS,GT,ELC,5.03849270910731,5.07822563456321,4.59905344743512,4.86433381501507,4.85298977872702,4.65461376217976
SAU,GT,ELC,0.0166168024810107,0.0149735253121314,0.0158409052226915,0.0169092288847329,0.0172229805473947,0.0210397376719074
SVK,GT,ELC,0.0353227341772152,0.0359248465291988,0.0330953313374869,0.0334375297477392,0.0292716137755508,0.0318475021168501
SVN,GT,ELC,0.0111975348580086,0.0123704277608031,0.0176611854287445,0.0177411189365109,0.0174033440181642,0.0165131588193956
ZAF,GT,ELC,0.000288164846777034,0.000334083320082684,0.000732147425285353,0.000731806229267711,0.000731806229267711,0.000776228406956422
ESP,GT,ELC,0.0913402273755957,0.0872256450846921,0.0862576018076044,0.0879131245225363,0.080408668130073,0.0676479299606922
SWE,GT,ELC,0.128875198302227,0.133212679606756,0.122946012050926,0.130395171787498,0.121133881965084,0.134668849890317
TUN,GT,ELC,0.00225879765395894,0.00220909090909091,0.00235723666359147,0.00189031422855125,0.00182113417129494,0.0010724664754153
TUR,GT,ELC,0.0384975212765957,0.0454114879425346,0.0510320333739571,0.0594181670652545,0.0562060657322378,0.0643781664910432
GBR,GT,ELC,0.0787666113432152,0.0721810440845519,0.0738264272971946,0.0751061174592757,0.0825237958485886,0.144851016507385
USA,GT,ELC,0.57381618068425,0.571928866089698,0.599827520902846,0.591668740425285,0.615340007864369,0.394339521780244
RAS,GT,GDO,2.71087789391846,2.6783924718204,3.38877083658814,3.80765327746254,4.19112663315956,4.29227227828394
RWO,GT,GDO,4.1334130863223,4.13726264652751,4.53478099789758,4.63141292117662,5.07457660396647,5.01059307183661
REU,GT,GDO,0.35157247218605,0.322479145332593,0.364731585508689,0.37845595933889,0.276933230106582,0.269402161244738
REP,GT,GDO,0.856737793026858,0.834549126212164,0.917901831063352,0.999084863836911,1.16401503397106,1.23459983142051
RAF,GT,GDO,1.00722817396142,1.1141568709094,0.33249978570719,0.337809891023286,0.496243995275209,0.581758466857619
RLA,GT,GDO,14.990200359181,14.9276855879835,15.5265325435802,16.0465056070738,15.5058126570222,15.4066955544788
ARG,GT,GDO,0.318313295253241,0.316776542207483,0.329563720142267,0.340612672899192,0.329115303801023,0.327008668211285
OCE,GT,GDO,2.92242845546516,2.87932324766531,3.1878861850999,3.30698174300145,3.37010808139692,3.29395757260422
AUT,GT,GDO,0.0190352937400029,0.0190707281945875,0.0210366152936648,0.0197459154801541,0.0195540394809513,0.0203401253806197
BEL,GT,GDO,0.0127760222047309,0.0129420327304048,0.013051134893567,0.0127604509803922,0.0131198372011114,0.0132674269765651
BRA,GT,GDO,0.901755780074575,0.884638170242802,0.951028262295384,1.04173781534368,0.972890947958281,0.939845805439842
BGR,GT,GDO,0.0113667820069204,0.00919570727718724,0.0098842428757683,0.00800422402413728,0.00726321415407298,0.00889066168623266
CAN,GT,GDO,2.06897828778277,1.90009979841738,2.17473635045157,2.22178619055234,2.23709825418611,2.09085992808467
CHA,GT,GDO,8.58043758327604,8.26838965778293,8.23585765392151,8.27639061861453,7.33076649809141,8.2873936439419
HRV,GT,GDO,0.0128165922144225,0.0132656875834446,0.0139814204375187,0.0117590740211489,0.0116599725651577,0.011962017167382
CYP,GT,GDO,0.0327612901798875,0.0305752590490524,0.0297123363762521,0.0288808460173432,0.0280251774017936,0.0322587683092237
CZE,GT,GDO,0.055838348500798,0.0504402501839588,0.0513288614228663,0.0505867516815517,0.0471479954113381,0.0486416225317409
DNK,GT,GDO,0.0221549569652534,0.0231039516303174,0.0225111698113208,0.0205170331473581,0.0199183298721172,0.0231421334922527
EGY,GT,GDO,0.028730416445092,0.0261479438230595,0.028536170941719,0.0290186367251384,0.032122919780527,0.0383537283679774
EST,GT,GDO,0.0175863649720835,0.0133915662650602,0.0136510590858417,0.012750247434322,0.0093105434314148,0.00885119734926452
FIN,GT,GDO,0.0152788808520785,0.0153289799594686,0.015295510148295,0.0167873965626989,0.0152758983809398,0.0160386633739775
FRA,GT,GDO,0.0393244250874687,0.0305982623595261,0.0310457966461779,0.0268061241948265,0.0263334113790681,0.0319291957951427
DEU,GT,GDO,0.17867382534865,0.179609096508337,0.143547462319286,0.124937828676485,0.135875199196705,0.151129493279907
GRC,GT,GDO,0.00768516377649326,0.00714923928077455,0.00966843537414966,0.0101460317460317,0.00298600114744693,0.00343682008368201
HUN,GT,GDO,0.0239185146631128,0.023740661537133,0.0255728673616226,0.0247970124727302,0.0224911462562008,0.0238253102177467
NSI,GT,GDO,0.0347368891899229,0.0317390184677575,0.0348474309362498,0.0368910426313259,0.0312585906230075,0.035279591139884
IND,GT,GDO,1.05170735162313,1.00547180638818,0.982498864849324,0.975506738156959,0.922518386721671,0.444046718701875
IDN,GT,GDO,0.0661189730224015,0.065326645654156,0.082652947233857,0.0928695921332326,0.10222260080877,0.104689567763023
IRN,GT,GDO,0.028730416445092,0.0261479438230595,0.028536170941719,0.0290186367251384,0.032122919780527,0.0383537283679774
IRL,GT,GDO,0.00170730253353204,0.00176303204208513,0.00169293111211166,0.00142700421940928,0.00115969243221368,0.00258063806380638
ISR,GT,GDO,0,0,0,0,0.0210823273179838,0.030514605888698
ITA,GT,GDO,0.00637768400284978,0.00464005341167045,0.00993106891565398,0.0127474995777599,0.0120478255201106,0.0121303448729881
JPN,GT,GDO,0.00814272290873943,0.00759440772655451,0.00764517369529466,0.00671411032061125,0.00702069460902463,0.00702069460902463
KOR,GT,GDO,0.0661189730224015,0.065326645654156,0.082652947233857,0.0928695921332326,0.10222260080877,0.104689567763023
LVA,GT,GDO,0.0639993845206955,0.0538198578112657,0.05039933376041,0.0515971757831521,0.0420976950581024,0.024625369399428
LTU,GT,GDO,0.0499161769813155,0.0487986747497533,0.0526516858189165,0.0594521696536622,0.053807128622536,0.0521454263565891
LUX,GT,GDO,0.000959703881552621,0.000977364591754244,0.000916996775679411,0.0011054821664465,0.000905854926240159,0.00113133587077609
MLT,GT,GDO,0.0327612901798875,0.0305752590490524,0.0297123363762521,0.0288808460173432,0.0280251774017936,0.0322587683092237
MEX,GT,GDO,0.660335213912961,0.660056436562834,0.659752641522318,0.623615568340502,0.635292192672699,0.657909387068141
MAR,GT,GDO,0.0918926891166423,0.0866260869565217,0.0942302755414446,0.096100188442211,0.0903049318869828,0.113578699510958
NLD,GT,GDO,0.00846591783764432,0.00815367428425792,0.00714202826884246,0.00615293391458663,0.00524980138463285,0.00837914587150167
NGA,GT,GDO,0.0182103369016542,0.0206033692983095,0.00445622657021047,0.00452521110454555,0.00750514930924695,0.00874170517113694
POL,GT,GDO,0.0626860762100927,0.0610774078052274,0.0629557098354545,0.0767168529547065,0.0615360012526259,0.0668870375019614
PRT,GT,GDO,0.00416613189657767,0.00368791315506538,0.00388989668319306,0.00373640626077363,0.00332959321888135,0.00431525495579151
ROU,GT,GDO,0.0648132347364429,0.0628214013224822,0.0647337213561806,0.0518507207778482,0.0712237203909226,0.0706713536309401
RUS,GT,GDO,1.45621286423041,1.42988294811128,1.81032755933207,2.47460088339485,3.73802248709733,3.86401913154464
SAU,GT,GDO,0.028730416445092,0.0261479438230595,0.028536170941719,0.0290186367251384,0.032122919780527,0.0383537283679774
SVK,GT,GDO,0,0,0,0,0,0
SVN,GT,GDO,0.0104282385700538,0.00882366175945399,0.00816497014796227,0.00736256435865204,0.00653729673778757,0.0050738756148981
ZAF,GT,GDO,0.0182103369016542,0.0206033692983095,0.00445622657021047,0.00452521110454555,0.00750514930924695,0.00874170517113694
ESP,GT,GDO,0.0254186639686893,0.0224944435649834,0.0215848665073759,0.0225911102622867,0.0222111593241105,0.0161778396038593
SWE,GT,GDO,0.00848774827528109,0.00825674400006954,0.00773826473218606,0.00842589677614651,0.00805667973725618,0.00962414916953933
TUN,GT,GDO,0.00642888563049853,0.00613636363636364,0.00648240082487654,0.0049778274685183,0.00329082139725227,0.00203321769297485
TUR,GT,GDO,0.0766607659574468,0.0650359517701385,0.0737129370957158,0.0796364195421934,0.059455558240696,0.0615819430979979
GBR,GT,GDO,0.127912110930333,0.111806343267095,0.110144696198509,0.108138089323656,0.10955657536469,0.203531537793223
USA,GT,GDO,11.4404539938057,11.257783439828,11.0494440524243,13.4789412722926,13.1151229676816,10.3477885464
RAS,GN,GDO,3.44074285714286,2.95666071428572,3.25525,3.77043571428572,3.68875714285715,3.23181071428572
RWO,GN,GDO,0.44745,0.3326,0.261666666666667,0.2291,0.454233333333333,0.3477
REU,GN,GDO,0.221842857142857,0.238885714285714,0.2286,0.252357142857143,0.357928571428571,0.222157142857143
REP,GN,GDO,1.53172696969697,1.5462903030303,1.57507333333333,1.61605696969697,1.72727575757576,1.52926727272727
RAF,GN,GDO,1.52714,1.47851333333333,1.96710333333333,2.03598,2.23673333333333,1.91637
RLA,GN,GDO,1.30543939393939,1.30030606060606,1.2392,1.55413939393939,1.61348181818182,1.51344545454545
ARG,GN,GDO,0.2866,0.2774,0.2392,0.2601,0.2379,0.219
OCE,GN,GDO,0.694542857142857,0.633410714285714,0.66925,0.760335714285714,0.786157142857143,0.748660714285714
AUT,GN,GDO,0.0193,0.0201,0.0212,0.022,0.0247,0.0272
BEL,GN,GDO,0.1373,0.1397,0.1444,0.1391,0.1516,0.1816
BRA,GN,GDO,0.3434,0.3272,0.3168,0.3133,0.3182,0.3225
BGR,GN,GDO,0,0,0,0,0,0
CAN,GN,GDO,0.6634,0.6736,0.6644,0.6746,0.755,0.7611
CHA,GN,GDO,21.5649333333333,22.2576,22.9929333333333,23.1525333333333,19.8752,19.4629333333333
HRV,GN,GDO,0.0418,0.0428,0.0452,0.0481,0.0501,0.041
CYP,GN,GDO,0,0,7e-04,7e-04,9e-04,4e-04
CZE,GN,GDO,0.0031,0.0041,0.0041,0.0031,0.0051,0.0041
DNK,GN,GDO,0.1338,0.1169,0.1126,0.1167,0.1166,0.107
EGY,GN,GDO,0.14882,0.15304,0.15856,0.16304,0.17,0.15066
EST,GN,GDO,0.0061,0.0051,0.0066,0.0065,0.0054,0.0065
FIN,GN,GDO,0.0855,0.0793,0.0832,0.0831,0.0862,0.0667
FRA,GN,GDO,0.133,0.1479,0.1419,0.147,0.1751,0.1545
DEU,GN,GDO,0.319,0.269,0.2441,0.2553,0.2707,0.2707
GRC,GN,GDO,0.2228,0.2493,0.2565,0.2746,0.2973,0.2227
HUN,GN,GDO,0.006,0.0051,0.0051,0.0051,0.0051,0.0031
NSI,GN,GDO,0.8715,0.8295,0.8424,0.8402,0.9077,0.8754
IND,GN,GDO,0.3816,0.3134,0.6552,0.7946,0.8379,0.6838
IDN,GN,GDO,2.5359,2.178,2.3675,2.9876,2.8671,2.4091
IRN,GN,GDO,0.14882,0.15304,0.15856,0.16304,0.17,0.15066
IRL,GN,GDO,0.0715,0.0859,0.0759,0.0839,0.0894,0.104
ISR,GN,GDO,0.14882,0.15304,0.15856,0.16304,0.17,0.15066
ITA,GN,GDO,0.5413,0.5026,0.4803,0.2863,0.2422,0.1931
JPN,GN,GDO,0.9595,0.9921,0.9952,0.9833,1.0091,1.0231
KOR,GN,GDO,0.132814285714286,0.114103571428571,0.12495,0.150178571428571,0.145685714285714,0.125353571428571
LVA,GN,GDO,0.003,0.0041,0.0045,0.0054,0.0016,0.0023
LTU,GN,GDO,0.0051,0.0041,0.0055,0.0048,0.0053,0.0038
LUX,GN,GDO,3e-04,3e-04,3e-04,3e-04,2e-04,1e-04
MLT,GN,GDO,0.0123,0.0113,0.013,0.0124,0.0167,0.0123
MEX,GN,GDO,0.7621,0.8527,0.6481,0.5647,0.624,0.6389
MAR,GN,GDO,0.687,0.7091,0.7376,0.7591,0.7922,0.6967
NLD,GN,GDO,0.3391,0.3141,0.3038,0.3039,0.2773,0.2099
NGA,GN,GDO,0.0476,0.0558,0.058,0.0661,0.0732,0.0756
POL,GN,GDO,0.0021,0.0021,0.0047,0.002,0.0019,0.001
PRT,GN,GDO,0.0472,0.038,0.0365,0.0382,0.0264,0.0272
ROU,GN,GDO,0.0436,0.0405,0.0404,0.0404,0.0436,0.0419
RUS,GN,GDO,0.4772,0.346,0.2702,0.2349,0.4086,0.4141
SAU,GN,GDO,0.14882,0.15304,0.15856,0.16304,0.17,0.15066
SVK,GN,GDO,0,0,0,0,0,0
SVN,GN,GDO,0.104424242424242,0.104833333333333,0.104693939393939,0.0994272727272727,0.100187878787879,0.0794606060606061
ZAF,GN,GDO,0.001,0.001,0.2649,0.2645,0.3064,0.2773
ESP,GN,GDO,0.3399,0.4026,0.4663,0.4991,0.4724,0.4581
SWE,GN,GDO,0.0843,0.0884,0.0866,0.0492,0.0603,0.0439
TUN,GN,GDO,0.14882,0.15304,0.15856,0.16304,0.17,0.15066
TUR,GN,GDO,0.1019,0.2692,0.2744,0.3626,0.3574,0.3944
GBR,GN,GDO,0.8486,0.8862,0.8715,0.8539,0.8801,0.4391
USA,GN,GDO,3.1044,3.1013,2.9959,3.4799,3.5052,2.731
RAS,GN,HCL,0,0,0,0,0,0
RWO,GN,HCL,0,0,0.0042,0,0,0
REU,GN,HCL,0,0,0.0018,0,0,0
REP,GN,HCL,0,0,6e-04,0,0,0
RAF,GN,HCL,0,0,0,0,0,0
RLA,GN,HCL,0,0,0,0,0,0
ARG,GN,HCL,0,0,0,0,0,0
OCE,GN,HCL,0,0,0,0,0,0
AUT,GN,HCL,0,0,0,0,0,0
BEL,GN,HCL,0,0,0,0,0,0
BRA,GN,HCL,0,0,0,0,0,0
BGR,GN,HCL,0,0,0,0,0,0
CAN,GN,HCL,0,0,0,0,0,0
CHA,GN,HCL,0,0,0,0,0,0
HRV,GN,HCL,0,0,0,0,0,0
CYP,GN,HCL,0,0,0,0,0,0
CZE,GN,HCL,0,0,0,0,0,0
DNK,GN,HCL,0,0,0,0,0,0
EGY,GN,HCL,0,0,0,0,0,0
EST,GN,HCL,0,0,0,0,0,0
FIN,GN,HCL,0,0,0,0,0,0
FRA,GN,HCL,0,0,0,0,0,0
DEU,GN,HCL,0,0,0,0,0,0
GRC,GN,HCL,0,0,0,0,0,0
HUN,GN,HCL,0,0,0,0,0,0
NSI,GN,HCL,0,0,0,0,0,0
IND,GN,HCL,0,0,2.90322580645161e-05,0,0,0
IDN,GN,HCL,0,0,0,0,0,0
IRN,GN,HCL,0,0,0,0,0,0
IRL,GN,HCL,0,0,0,0,0,0
ISR,GN,HCL,0,0,0,0,0,0
ITA,GN,HCL,0,0,0,0,0,0
JPN,GN,HCL,0,0,0,0,0,0
KOR,GN,HCL,0,0,0,0,0,0
LVA,GN,HCL,0,0,0,0,0,0
LTU,GN,HCL,0,0,0,0,0,0
LUX,GN,HCL,0,0,0,0,0,0
MLT,GN,HCL,0,0,0,0,0,0
MEX,GN,HCL,0,0,0,0,0,0
MAR,GN,HCL,0,0,0,0,0,0
NLD,GN,HCL,0,0,0,0,0,0
NGA,GN,HCL,0,0,0,0,0,0
POL,GN,HCL,0,0,0,0,0,0
PRT,GN,HCL,0,0,0,0,0,0
ROU,GN,HCL,0,0,0,0,0,0
RUS,GN,HCL,0,0,6e-04,0,0,0
SAU,GN,HCL,0,0,0,0,0,0
SVK,GN,HCL,0,0,0,0,0,0
SVN,GN,HCL,0,0,0,0,0,0
ZAF,GN,HCL,0,0,0,0,0,0
ESP,GN,HCL,0,0,0,0,0,0
SWE,GN,HCL,0,0,0,0,0,0
TUN,GN,HCL,0,0,0,0,0,0
TUR,GN,HCL,0,0,0,0,0,0
GBR,GN,HCL,0,0,0,0,0,0
USA,GN,HCL,0,0,0,0,0,0
