dummy,dummy,dummy,2010,2011,2012,2013,2014,2015,2016,2017
EST,HOU,ELC,2023,1934,1956,1865,1739,1728,1913,1940
FIN,HOU,ELC,22904,21426,22382,21510,21264,20918,22518,22512
FRA,HOU,ELC,161520,148030.183,160088.181,168129.225,150814.993,157301.715,163104.102,161122.891
DEU,HOU,ELC,141700,136600,137000,136000,129600,128700,128200,130924
GRC,HOU,ELC,18130,17628,19058,17446,17151,17538,19997,19627.852
HUN,HOU,ELC,11202,11312,10620,10580,10423,10839,10954,11249
NSI,HOU,ELC,59278,54859,57435,58508,56012,58194,58720,59701.952
IND,HOU,ELC,158007,172161,185797,202497,224345,245569,263682,281792.978
IDN,HOU,ELC,57468,62708,69725,74820,81743,86297,91188,92019.989
IRN,HOU,ELC,60908,56774,61351,64379,71163,76104,78383,83403.313
IRL,HOU,ELC,8545.969,8283.229,8120.467,7947.743,7703.799,7880.761,7872.745,7959.019
ISR,HOU,ELC,15295,15921,17244,15662,15981,17604,18154,18571
ITA,HOU,ELC,69550,70140,69457,66983,64255,66187,64304,65490.698
JPN,HOU,ELC,298221,283210,288741,283368,270828,268093,267530,273977.48
KOR,HOU,ELC,3605.78039767442,3775.98319302326,4086.61322325581,4379.05390697674,4689.83806046512,5145.01624418605,5455.8505372093,5827.16106744186
LVA,HOU,ELC,1938,1772,1776,1783,1747,1759,1793,1656.474
LTU,HOU,ELC,2590,2618,2642,2591,2656,2660,2775,2837.6
LUX,HOU,ELC,815.152,851.61,916.445,979.183,1010.906,989.287,975.786,969.416
MLT,HOU,ELC,589,594,614,609,615,656,665.944,727.921
MEX,HOU,ELC,48700,51771,52030,52370,53914,55986,58966,59153
MAR,HOU,ELC,7810,8430,9038,9314,9880,10151,10469,10960.026
NLD,HOU,ELC,22994,23043,23363.329,23360.959,22829.305,22620.42,22584.579,22596.661
NGA,HOU,ELC,11962,13568,14549,13458,14003,14379,14762,15152.007
POL,HOU,ELC,28615,28258,28318,28442,28083,28280,28909,29181
PRT,HOU,ELC,14522,13752,12898,12314,11915,11974,12972.685,12589.676
ROU,HOU,ELC,11329,11577,12035,11896,11910,12095,12067,12596.669
RUS,HOU,ELC,129695,130889,132201,139700,145919,149538,160492,166472.953
SAU,HOU,ELC,108627,109261,120464,125678,135908,144513,143660,143473
SVK,HOU,ELC,4370,4503,4734,4930,4917,5035,5097,4916
SVN,HOU,ELC,3219,3211,3179,3229,3125,3205,3260,3327.016
ZAF,HOU,ELC,40785,41025,39329,39124,38867,40443,48523,40507.604
ESP,HOU,ELC,75679,76107,75088,71060,70710,70069,69648,71393
SWE,HOU,ELC,45982,42354,43909,43504,41300,42987,44519,45132
TUN,HOU,ELC,3723,3920,4336,4294,4495,4650,4628,4960
TUR,HOU,ELC,41410,44271,45375,44972,46190,47901,51204,54251.308
GBR,HOU,ELC,118832,111586,114663,113412,108076,107764,108025,105367.901
USA,HOU,ELC,1445712,1422799,1374594,1391032,1416977,1401616,1409855,1373686.237
